tables_num,time,url
5,"20000510033852","google.com"
2,"20000815052943","google.com"
4,"20010118214400","google.com"
4,"20010430065821","google.com"
8,"20010823170809","google.com"
10,"20011217200312","google.com"
7,"20020523134510","google.com"
10,"20020901070947","google.com"
10,"20021204043848","google.com"
10,"20030501170712","google.com"
10,"20030807134808","google.com"
10,"20031231205029","google.com"
10,"20040426014304","google.com"
7,"20040831062742","google.com"
7,"20050101091102","google.com"
7,"20050502232801","google.com"
7,"20050831113132","google.com"
11,"20051231235657","google.com"
11,"20060501235513","google.com"
15,"20060831050142","google.com"
7,"20061231111852","google.com"
7,"20070501105952","google.com"
4,"20070901064928","google.com"
4,"20080101042906","google.com"
4,"20080430213543","google.com"
4,"20080902173409","google.com"
4,"20090101001458","google.com"
4,"20090501024751","google.com"
4,"20090901191100","google.com"
4,"20091231215051","google.com"
4,"20100430202027","google.com"
4,"20100831233408","google.com"
4,"20101231191441","google.com"
4,"20110430233447","google.com"
4,"20110901003620","google.com"
4,"20111231235127","google.com"
4,"20120430235855","google.com"
4,"20120901000323","google.com"
4,"20130101000813","google.com"
4,"20130501000349","google.com"
4,"20130831235721","google.com"
4,"20140101000015","google.com"
58,"20000428012140","yahoo.com"
54,"20000901004807","yahoo.com"
52,"20010124000500","yahoo.com"
51,"20010429194432","yahoo.com"
52,"20010901004632","yahoo.com"
59,"20011217200758","yahoo.com"
77,"20020523032401","yahoo.com"
222,"20020901070931","yahoo.com"
233,"20030127104212","yahoo.com"
237,"20030505193146","yahoo.com"
257,"20030924053947","yahoo.com"
243,"20040101070248","yahoo.com"
260,"20040501160144","yahoo.com"
254,"20040902074952","yahoo.com"
365,"20041222042832","yahoo.com"
343,"20050502230708","yahoo.com"
398,"20050901074054","yahoo.com"
364,"20060101021821","yahoo.com"
378,"20060501211010","yahoo.com"
114,"20060901040059","yahoo.com"
114,"20070101071337","yahoo.com"
107,"20070501020546","yahoo.com"
106,"20070831205034","yahoo.com"
106,"20080101142921","yahoo.com"
106,"20080501000558","yahoo.com"
0,"20080830095559","yahoo.com"
106,"20081231153052","yahoo.com"
106,"20090430035348","yahoo.com"
106,"20090831225643","yahoo.com"
2,"20100209110130","yahoo.com"
2,"20100430212819","yahoo.com"
2,"20100901134404","yahoo.com"
0,"20101231190924","yahoo.com"
0,"20110430220435","yahoo.com"
2,"20110901000422","yahoo.com"
2,"20120101000244","yahoo.com"
2,"20120501000803","yahoo.com"
2,"20120831230315","yahoo.com"
2,"20121231232428","yahoo.com"
2,"20130430235939","yahoo.com"
2,"20130901001906","yahoo.com"
2,"20140101000213","yahoo.com"
2,"20010727112808","wikipedia.org"
2,"20010808121638","wikipedia.org"
8,"20020928181341","wikipedia.org"
8,"20021130190725","wikipedia.org"
15,"20030410015710","wikipedia.org"
15,"20030805192235","wikipedia.org"
15,"20031001170405","wikipedia.org"
5,"20050110041141","wikipedia.org"
2,"20050429014742","wikipedia.org"
2,"20050901020622","wikipedia.org"
2,"20060101021918","wikipedia.org"
2,"20060428065238","wikipedia.org"
2,"20060831022440","wikipedia.org"
2,"20061227065719","wikipedia.org"
2,"20070509122031","wikipedia.org"
2,"20070831005237","wikipedia.org"
2,"20080111031252","wikipedia.org"
2,"20080503010827","wikipedia.org"
2,"20080830003101","wikipedia.org"
2,"20090110000352","wikipedia.org"
2,"20090430172708","wikipedia.org"
2,"20090903131631","wikipedia.org"
2,"20091228034251","wikipedia.org"
2,"20100428110714","wikipedia.org"
2,"20100827184151","wikipedia.org"
2,"20110101041639","wikipedia.org"
2,"20110429203805","wikipedia.org"
2,"20110903074929","wikipedia.org"
2,"20120102032616","wikipedia.org"
2,"20120430085019","wikipedia.org"
2,"20120901124157","wikipedia.org"
2,"20130101115801","wikipedia.org"
2,"20130502130342","wikipedia.org"
2,"20130831193301","wikipedia.org"
2,"20131231232824","wikipedia.org"
2,"20000302233809","myspace.com"
0,"20010301174542","myspace.com"
34,"20010512075425","myspace.com"
42,"20010921105232","myspace.com"
32,"20011217200449","myspace.com"
2,"20020530074022","myspace.com"
2,"20020923043807","myspace.com"
2,"20021130110003","myspace.com"
2,"20030208061920","myspace.com"
13,"20031004101518","myspace.com"
13,"20031020191920","myspace.com"
18,"20040519192432","myspace.com"
115,"20041012084050","myspace.com"
115,"20050101092643","myspace.com"
6,"20050428081127","myspace.com"
2,"20050903083521","myspace.com"
2,"20051230184548","myspace.com"
3,"20060502192117","myspace.com"
17,"20060831142913","myspace.com"
20,"20061227001011","myspace.com"
21,"20070502185408","myspace.com"
24,"20070831103909","myspace.com"
21,"20080101013117","myspace.com"
25,"20080430174404","myspace.com"
2,"20080831224600","myspace.com"
2,"20090101055922","myspace.com"
2,"20090501012317","myspace.com"
2,"20090831191144","myspace.com"
2,"20100101023525","myspace.com"
2,"20100501004009","myspace.com"
2,"20100831212906","myspace.com"
2,"20110101032535","myspace.com"
2,"20110501023128","myspace.com"
2,"20110831222607","myspace.com"
2,"20111231235128","myspace.com"
2,"20120430235807","myspace.com"
2,"20120901000339","myspace.com"
2,"20130101000902","myspace.com"
2,"20130430235515","myspace.com"
2,"20130901001606","myspace.com"
2,"20140101000039","myspace.com"
25,"20040723044112","wordpress.com"
27,"20040901025606","wordpress.com"
3,"20041217023637","wordpress.com"
2,"20050520044225","wordpress.com"
2,"20050830130621","wordpress.com"
2,"20060101020135","wordpress.com"
2,"20060424170248","wordpress.com"
2,"20060830124533","wordpress.com"
2,"20070107005757","wordpress.com"
2,"20070428144556","wordpress.com"
2,"20070831191049","wordpress.com"
2,"20071230184513","wordpress.com"
2,"20080502074757","wordpress.com"
2,"20080901000244","wordpress.com"
2,"20081219052729","wordpress.com"
2,"20090503062552","wordpress.com"
2,"20090902171329","wordpress.com"
2,"20091231101132","wordpress.com"
2,"20100430012720","wordpress.com"
2,"20100901010519","wordpress.com"
2,"20110101043758","wordpress.com"
2,"20110501001027","wordpress.com"
2,"20110831224516","wordpress.com"
2,"20111231232831","wordpress.com"
2,"20120501003658","wordpress.com"
2,"20120901001725","wordpress.com"
2,"20130101111040","wordpress.com"
2,"20130501001950","wordpress.com"
2,"20130901022507","wordpress.com"
2,"20131231222856","wordpress.com"
95,"20000508233733","aol.com"
95,"20000901083923","aol.com"
144,"20010104013300","aol.com"
147,"20010501081725","aol.com"
97,"20010901083042","aol.com"
97,"20011217200105","aol.com"
97,"20020525175730","aol.com"
81,"20020901072324","aol.com"
81,"20021203084328","aol.com"
66,"20030409190344","aol.com"
12,"20030925220954","aol.com"
12,"20031221184519","aol.com"
2,"20040404080638","aol.com"
2,"20040901074714","aol.com"
2,"20050210160031","aol.com"
2,"20050503060550","aol.com"
2,"20050830000334","aol.com"
2,"20060101003750","aol.com"
3,"20060501031918","aol.com"
6,"20060901211114","aol.com"
6,"20061231030548","aol.com"
6,"20070430034210","aol.com"
2,"20070831102306","aol.com"
2,"20080102004030","aol.com"
2,"20080430184917","aol.com"
2,"20080831202946","aol.com"
6,"20090101001531","aol.com"
2,"20090501110208","aol.com"
2,"20090830205355","aol.com"
2,"20091231032430","aol.com"
2,"20100430181758","aol.com"
2,"20100831223237","aol.com"
2,"20110101074252","aol.com"
3,"20110501005759","aol.com"
3,"20110831090529","aol.com"
12,"20111231224959","aol.com"
8,"20120501004822","aol.com"
9,"20120901001523","aol.com"
9,"20121231212915","aol.com"
10,"20130501000320","aol.com"
11,"20130901001634","aol.com"
9,"20140101000207","aol.com"
219,"20000510005032","msn.com"
231,"20000828130529","msn.com"
265,"20010105175600","msn.com"
268,"20010501082832","msn.com"
268,"20010823135704","msn.com"
219,"20011217200948","msn.com"
226,"20020524104804","msn.com"
230,"20020901115252","msn.com"
211,"20021201182959","msn.com"
213,"20030428095749","msn.com"
128,"20030807192547","msn.com"
132,"20031231221313","msn.com"
188,"20040418215803","msn.com"
184,"20040829120948","msn.com"
184,"20050101083844","msn.com"
3,"20050429084002","msn.com"
3,"20050831224143","msn.com"
4,"20051231203801","msn.com"
4,"20060503132251","msn.com"
4,"20060901050043","msn.com"
4,"20070101030326","msn.com"
4,"20070501050316","msn.com"
4,"20070831222155","msn.com"
4,"20071231215224","msn.com"
4,"20080430225558","msn.com"
4,"20080901084113","msn.com"
4,"20090101102932","msn.com"
4,"20090501070003","msn.com"
4,"20090901034323","msn.com"
4,"20100101041832","msn.com"
3,"20100430235026","msn.com"
3,"20100831190229","msn.com"
3,"20101231200946","msn.com"
3,"20110501171110","msn.com"
3,"20110830221307","msn.com"
3,"20120101002602","msn.com"
3,"20120501003644","msn.com"
3,"20120901001531","msn.com"
3,"20130101054728","msn.com"
3,"20130501000059","msn.com"
3,"20130831230124","msn.com"
3,"20140101000054","msn.com"
15,"20000510032150","microsoft.com"
15,"20000831230016","microsoft.com"
48,"20010103210400","microsoft.com"
48,"20010501034329","microsoft.com"
175,"20010901012534","microsoft.com"
175,"20011217201100","microsoft.com"
179,"20020603070822","microsoft.com"
122,"20020901070949","microsoft.com"
122,"20021206050216","microsoft.com"
122,"20030506075205","microsoft.com"
134,"20030807183058","microsoft.com"
150,"20031231221617","microsoft.com"
154,"20040418075319","microsoft.com"
21,"20040901003321","microsoft.com"
18,"20041229132925","microsoft.com"
22,"20050427203213","microsoft.com"
25,"20050901032914","microsoft.com"
20,"20051231222646","microsoft.com"
21,"20060501051135","microsoft.com"
41,"20060901014209","microsoft.com"
41,"20061214094722","microsoft.com"
2,"20070402013247","microsoft.com"
2,"20070827081530","microsoft.com"
0,"20080104031948","microsoft.com"
0,"20080424043423","microsoft.com"
0,"20080922071231","microsoft.com"
0,"20081231171605","microsoft.com"
2,"20090628232459","microsoft.com"
2,"20090725085432","microsoft.com"
2,"20101210103356","microsoft.com"
2,"20110107222353","microsoft.com"
2,"20110507000606","microsoft.com"
2,"20110827060153","microsoft.com"
2,"20111227203046","microsoft.com"
2,"20140404204829","microsoft.com"
82,"20000510004517","ebay.com"
81,"20000826013758","ebay.com"
83,"20010106040700","ebay.com"
86,"20010429003743","ebay.com"
95,"20010901180809","ebay.com"
2,"20011217204952","ebay.com"
104,"20020524093819","ebay.com"
109,"20020903074351","ebay.com"
105,"20021203095725","ebay.com"
103,"20030501103500","ebay.com"
105,"20030919083951","ebay.com"
61,"20031230131830","ebay.com"
65,"20040428093225","ebay.com"
72,"20040901024833","ebay.com"
112,"20050101083733","ebay.com"
77,"20050429065838","ebay.com"
97,"20050901110601","ebay.com"
98,"20060101000523","ebay.com"
94,"20060430191113","ebay.com"
91,"20060901144601","ebay.com"
94,"20070101063653","ebay.com"
99,"20070429133656","ebay.com"
55,"20070901123115","ebay.com"
55,"20080102185720","ebay.com"
55,"20080501040202","ebay.com"
51,"20080901070140","ebay.com"
51,"20081231065325","ebay.com"
51,"20090504073546","ebay.com"
81,"20090901005600","ebay.com"
53,"20100102125659","ebay.com"
29,"20100430213345","ebay.com"
25,"20100831144138","ebay.com"
70,"20101231204055","ebay.com"
15,"20110501012021","ebay.com"
10,"20110831131447","ebay.com"
19,"20111231224843","ebay.com"
19,"20120501070712","ebay.com"
14,"20130101053514","ebay.com"
6,"20130430185727","ebay.com"
6,"20130901022649","ebay.com"
10,"20131231232656","ebay.com"
0,"20030726111100","bing.com"
0,"20030922051220","bing.com"
0,"20040128055639","bing.com"
0,"20040518115501","bing.com"
0,"20040901060625","bing.com"
0,"20041210181943","bing.com"
0,"20050402054048","bing.com"
0,"20050924030624","bing.com"
33,"20060627084619","bing.com"
23,"20060723125206","bing.com"
5,"20070113223154","bing.com"
42,"20070418170642","bing.com"
0,"20071108132717","bing.com"
108,"20080807172929","bing.com"
19,"20081230055531","bing.com"
0,"20090519081110","bing.com"
3,"20090831045036","bing.com"
3,"20100101040705","bing.com"
3,"20100430221942","bing.com"
3,"20100901103542","bing.com"
3,"20101231222650","bing.com"
3,"20110501014508","bing.com"
3,"20110901042901","bing.com"
3,"20120101000235","bing.com"
3,"20120501003255","bing.com"
4,"20120901000217","bing.com"
6,"20121231213404","bing.com"
6,"20130430234833","bing.com"
6,"20130901001347","bing.com"
6,"20140101000259","bing.com"
40,"20000510061712","news.bbc.co.uk"
39,"20000815053640","news.bbc.co.uk"
39,"20010104092400","news.bbc.co.uk"
65,"20010911181447","news.bbc.co.uk"
60,"20011216025537","news.bbc.co.uk"
64,"20020526131413","news.bbc.co.uk"
59,"20020530041546","news.bbc.co.uk"
16,"20031004092839","news.bbc.co.uk"
65,"20040101231444","news.bbc.co.uk"
66,"20040507092550","news.bbc.co.uk"
66,"20040901011001","news.bbc.co.uk"
66,"20050101034123","news.bbc.co.uk"
66,"20050428083736","news.bbc.co.uk"
61,"20050831235805","news.bbc.co.uk"
73,"20051231203925","news.bbc.co.uk"
73,"20060502201505","news.bbc.co.uk"
121,"20060901035134","news.bbc.co.uk"
121,"20070101082042","news.bbc.co.uk"
121,"20070429105353","news.bbc.co.uk"
121,"20070830080609","news.bbc.co.uk"
121,"20071231145304","news.bbc.co.uk"
73,"20080501050818","news.bbc.co.uk"
77,"20080901063249","news.bbc.co.uk"
105,"20090101094559","news.bbc.co.uk"
105,"20090501011811","news.bbc.co.uk"
105,"20090901080037","news.bbc.co.uk"
105,"20100101052132","news.bbc.co.uk"
105,"20100501101752","news.bbc.co.uk"
105,"20100713202943","news.bbc.co.uk"
15,"20130717032506","news.bbc.co.uk"
15,"20130903141608","news.bbc.co.uk"
15,"20131001081906","news.bbc.co.uk"
199,"20000815052826","cnn.com"
206,"20000828020523","cnn.com"
208,"20001204202200","cnn.com"
164,"20010503145728","cnn.com"
160,"20010823120356","cnn.com"
151,"20011217230047","cnn.com"
159,"20020525061309","cnn.com"
159,"20020901070748","cnn.com"
190,"20030129185239","cnn.com"
184,"20030501071142","cnn.com"
193,"20030824200303","cnn.com"
198,"20031231160421","cnn.com"
222,"20040501143602","cnn.com"
220,"20040901011556","cnn.com"
217,"20041231185501","cnn.com"
224,"20050502024943","cnn.com"
134,"20050831230932","cnn.com"
112,"20051231232729","cnn.com"
142,"20060501025158","cnn.com"
156,"20060831192341","cnn.com"
146,"20070101022044","cnn.com"
154,"20070501050605","cnn.com"
12,"20070901010022","cnn.com"
15,"20071231143259","cnn.com"
12,"20080430234600","cnn.com"
12,"20080901133621","cnn.com"
12,"20090101001933","cnn.com"
12,"20090430081006","cnn.com"
12,"20090901082202","cnn.com"
2,"20100101041727","cnn.com"
2,"20100501080913","cnn.com"
2,"20100831233211","cnn.com"
2,"20101231194254","cnn.com"
2,"20110430220404","cnn.com"
2,"20110831224508","cnn.com"
2,"20111231233606","cnn.com"
2,"20120430235723","cnn.com"
2,"20120901011408","cnn.com"
2,"20130101004812","cnn.com"
2,"20130501001700","cnn.com"
2,"20130901001155","cnn.com"
2,"20140101000142","cnn.com"
2,"20000510164859","bbc.com"
2,"20000815082745","bbc.com"
2,"20001030065857","bbc.com"
2,"20010506113251","bbc.com"
2,"20010917045022","bbc.com"
2,"20011210054224","bbc.com"
2,"20020527121424","bbc.com"
2,"20020914215029","bbc.com"
2,"20030130100042","bbc.com"
2,"20030426064322","bbc.com"
2,"20030808063514","bbc.com"
2,"20040113210912","bbc.com"
2,"20040509091642","bbc.com"
2,"20040901021014","bbc.com"
2,"20050101004108","bbc.com"
2,"20050429034350","bbc.com"
2,"20050901033253","bbc.com"
2,"20051231233141","bbc.com"
2,"20060430185704","bbc.com"
2,"20060831163103","bbc.com"
2,"20061230222454","bbc.com"
2,"20070430000731","bbc.com"
2,"20070901010245","bbc.com"
2,"20080219030019","bbc.com"
2,"20080501153041","bbc.com"
2,"20080907072402","bbc.com"
2,"20081219232525","bbc.com"
2,"20090228192725","bbc.com"
8,"20101015031310","bbc.com"
8,"20101230131336","bbc.com"
5,"20110501060026","bbc.com"
5,"20110831230707","bbc.com"
5,"20111231212512","bbc.com"
5,"20120501003936","bbc.com"
5,"20120831231008","bbc.com"
5,"20130101044210","bbc.com"
5,"20130501015637","bbc.com"
2,"20130831193111","bbc.com"
2,"20140101001904","bbc.com"
2,"20000302163532","nbcnews.com"
125,"20030929102636","nbcnews.com"
571,"20040327155606","nbcnews.com"
214,"20071009233548","nbcnews.com"
11,"20080703184014","nbcnews.com"
11,"20080828191806","nbcnews.com"
8,"20120716060227","nbcnews.com"
8,"20120901002819","nbcnews.com"
8,"20130101010200","nbcnews.com"
8,"20130430230117","nbcnews.com"
8,"20130831233601","nbcnews.com"
8,"20131231224749","nbcnews.com"
79,"20001109144000","nytimes.com"
75,"20010104005700","nytimes.com"
74,"20010503145505","nytimes.com"
70,"20010902060612","nytimes.com"
90,"20011217213700","nytimes.com"
86,"20020523184554","nytimes.com"
96,"20020901071046","nytimes.com"
99,"20030124140244","nytimes.com"
94,"20030430140327","nytimes.com"
77,"20030921032508","nytimes.com"
89,"20040102004538","nytimes.com"
103,"20040306074613","nytimes.com"
58,"20041003061727","nytimes.com"
58,"20041218104404","nytimes.com"
89,"20050501181930","nytimes.com"
75,"20050901014225","nytimes.com"
94,"20051231233952","nytimes.com"
25,"20060430165604","nytimes.com"
32,"20060831174208","nytimes.com"
17,"20061231083247","nytimes.com"
32,"20070430142359","nytimes.com"
23,"20070901041444","nytimes.com"
10,"20080101094117","nytimes.com"
8,"20080501001003","nytimes.com"
7,"20080901023303","nytimes.com"
3,"20090101092300","nytimes.com"
4,"20090501101817","nytimes.com"
4,"20090901132017","nytimes.com"
6,"20100101160117","nytimes.com"
6,"20100501021016","nytimes.com"
4,"20100901001811","nytimes.com"
6,"20110101044958","nytimes.com"
6,"20110501003455","nytimes.com"
6,"20110901003608","nytimes.com"
6,"20111231235117","nytimes.com"
6,"20120501011208","nytimes.com"
4,"20120831225932","nytimes.com"
6,"20121231224944","nytimes.com"
6,"20130501003244","nytimes.com"
6,"20130901013400","nytimes.com"
6,"20131231235834","nytimes.com"
0,"20010302103333","twitter.com"
0,"20010519195432","twitter.com"
0,"20020727163152","twitter.com"
0,"20020923175710","twitter.com"
0,"20021201035442","twitter.com"
2,"20030420040421","twitter.com"
0,"20031005081709","twitter.com"
0,"20040102034952","twitter.com"
0,"20040518123850","twitter.com"
0,"20040825165337","twitter.com"
0,"20041203145812","twitter.com"
0,"20050212213209","twitter.com"
17,"20060930214639","twitter.com"
5,"20061230202933","twitter.com"
5,"20070430102016","twitter.com"
5,"20070830203906","twitter.com"
2,"20080101061456","twitter.com"
2,"20080430213139","twitter.com"
2,"20080829081203","twitter.com"
2,"20090101001410","twitter.com"
2,"20090429225125","twitter.com"
2,"20090831022034","twitter.com"
2,"20100101041725","twitter.com"
2,"20100430063516","twitter.com"
2,"20100901124442","twitter.com"
2,"20101231201001","twitter.com"
2,"20110501001136","twitter.com"
2,"20110831235351","twitter.com"
2,"20111231235244","twitter.com"
3,"20120430235652","twitter.com"
3,"20120831235616","twitter.com"
7,"20130101000700","twitter.com"
7,"20130430234834","twitter.com"
7,"20130831234714","twitter.com"
7,"20140101000208","twitter.com"
45,"20050428014715","youtube.com"
41,"20050429024525","youtube.com"
147,"20050831230308","youtube.com"
176,"20051231232401","youtube.com"
89,"20060429122808","youtube.com"
19,"20060831010548","youtube.com"
20,"20061230195141","youtube.com"
47,"20070430120952","youtube.com"
62,"20070831182909","youtube.com"
54,"20080102194449","youtube.com"
5,"20080430174629","youtube.com"
4,"20080902173252","youtube.com"
7,"20090101094601","youtube.com"
7,"20090501003153","youtube.com"
4,"20090901063332","youtube.com"
4,"20091231215205","youtube.com"
2,"20100430230016","youtube.com"
2,"20100831234313","youtube.com"
2,"20101231191440","youtube.com"
2,"20110501000016","youtube.com"
2,"20110831224657","youtube.com"
2,"20120101002844","youtube.com"
2,"20120430233606","youtube.com"
2,"20120831235135","youtube.com"
2,"20121231234149","youtube.com"
2,"20130501000019","youtube.com"
2,"20130901000512","youtube.com"
2,"20131231232236","youtube.com"
2,"20070105095540","tumblr.com"
2,"20070502034828","tumblr.com"
2,"20070831193305","tumblr.com"
2,"20071231215400","tumblr.com"
2,"20080501052726","tumblr.com"
2,"20080905162626","tumblr.com"
2,"20090101104632","tumblr.com"
22,"20090427080515","tumblr.com"
2,"20090920123423","tumblr.com"
2,"20091231212513","tumblr.com"
2,"20100428100007","tumblr.com"
2,"20100902182220","tumblr.com"
2,"20101231211324","tumblr.com"
2,"20110429002604","tumblr.com"
2,"20110831225049","tumblr.com"
2,"20111231232834","tumblr.com"
2,"20120501021039","tumblr.com"
11,"20120831232919","tumblr.com"
2,"20121231231915","tumblr.com"
2,"20130501024134","tumblr.com"
2,"20130901182249","tumblr.com"
2,"20131231235219","tumblr.com"
17,"20040226214842","flickr.com"
10,"20040429160555","flickr.com"
20,"20040901005024","flickr.com"
20,"20041231092335","flickr.com"
20,"20050429021819","flickr.com"
20,"20050831193220","flickr.com"
16,"20060101064056","flickr.com"
20,"20060502223258","flickr.com"
19,"20060830221925","flickr.com"
17,"20070105012328","flickr.com"
10,"20070831182902","flickr.com"
10,"20080102201326","flickr.com"
6,"20080503014757","flickr.com"
10,"20080902015346","flickr.com"
6,"20090101085431","flickr.com"
6,"20090501175432","flickr.com"
6,"20090901022054","flickr.com"
6,"20091231215046","flickr.com"
6,"20100501022211","flickr.com"
6,"20100831233550","flickr.com"
6,"20101231192417","flickr.com"
6,"20110501042914","flickr.com"
2,"20110831224645","flickr.com"
2,"20120102150020","flickr.com"
2,"20120430214630","flickr.com"
2,"20120831234953","flickr.com"
2,"20121231232417","flickr.com"
2,"20130501001245","flickr.com"
2,"20130901021743","flickr.com"
2,"20131231230658","flickr.com"
2,"20080514210148","github.com"
2,"20080802025247","github.com"
4,"20081230235955","github.com"
5,"20090501015447","github.com"
5,"20090831025845","github.com"
5,"20100102002654","github.com"
4,"20100505150417","github.com"
2,"20100831140737","github.com"
2,"20101231193956","github.com"
2,"20110428065124","github.com"
2,"20110710002616","github.com"
2,"20121127113950","github.com"
2,"20130114213628","github.com"
2,"20130509074532","github.com"
2,"20130815011026","github.com"
2,"20140101042850","github.com"
14,"20060111203248","kickstarter.com"
2,"20080924022940","kickstarter.com"
2,"20081220103928","kickstarter.com"
2,"20090528183157","kickstarter.com"
2,"20090803110024","kickstarter.com"
2,"20100106062357","kickstarter.com"
2,"20100501130423","kickstarter.com"
2,"20100901031758","kickstarter.com"
2,"20110101171833","kickstarter.com"
2,"20110430113204","kickstarter.com"
2,"20110831224848","kickstarter.com"
2,"20120101010724","kickstarter.com"
2,"20120501051604","kickstarter.com"
2,"20120831135331","kickstarter.com"
2,"20130101082749","kickstarter.com"
2,"20130501001713","kickstarter.com"
2,"20130831235025","kickstarter.com"
2,"20131231231721","kickstarter.com"
